reference_area,measure,sex,age,education_level,domain,ref_area,measure_1,unit_measure,unit_of_measure,age_1,sex_1,education_lev,domain_1,year,year_1,value,observation_value,obs_status,observation_status,unit_mult,unit_multiplier,decimals,decimals_1,base_per,base_period
Australia,11_1_DEP,_T,_T,Total,HSL_11,AUS,Life satisfaction score less than 5,PT_POP_Y_GE16,Percentage of population aged 16 years or over,Total,Total,_T,Subjective well-being,2020,,3.7,,A,Normal value,0,Units,2,Two,,
Australia,11_1_VER,_T,_T,Total,HSL_11,AUS,Top life satisfaction scores quintile,FCTR_Q1_SCR_LIFE_SATISFACTION,Factor of lowest life satisfaction scores quintile,Total,Total,_T,Subjective well-being,2020,,1.903846154,,A,Normal value,0,Units,2,Two,,
Australia,11_2,F,_T,Total,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2023,,17.18876109,,D,Definition differs,0,Units,2,Two,,
Australia,11_2,M,_T,Total,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2023,,10.93804587,,A,Normal value,0,Units,2,Two,,
Australia,11_2,_T,MID,Total,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2023,,13.74935514,,A,Normal value,0,Units,2,Two,,
Australia,11_2,_T,OLD,Total,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2023,,12.45625149,,A,Normal value,0,Units,2,Two,,
Australia,11_2,_T,YOUNG,Total,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2023,,11.40741372,,D,Definition differs,0,Units,2,Two,,
Australia,11_2,_T,_T,Primary education,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,13.55519972,,D,Definition differs,0,Units,2,Two,,
Australia,11_2,_T,_T,Secondary education,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2023,,13.39243973,,A,Normal value,0,Units,2,Two,,
Australia,11_2,_T,_T,Tertiary education,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2023,,11.80445468,,A,Normal value,0,Units,2,Two,,
Australia,11_2,_T,_T,Total,HSL_11,AUS,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2023,,14.09894396,,A,Normal value,0,Units,2,Two,,
Australia,11_3,F,_T,Total,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Female,_T,Subjective well-being,2024,,34.5,,D,Definition differs,0,Units,2,Two,,
Australia,11_3,M,_T,Total,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Male,_T,Subjective well-being,2024,,31.0,,A,Normal value,0,Units,2,Two,,
Australia,11_3,_T,MID,Total,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,Total,_T,Subjective well-being,2024,,26.14285714,,A,Normal value,0,Units,2,Two,,
Australia,11_3,_T,OLD,Total,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Old,Total,_T,Subjective well-being,2024,,33.85714286,,A,Normal value,0,Units,2,Two,,
Australia,11_3,_T,YOUNG,Total,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Young,Total,_T,Subjective well-being,2024,,14.5,,A,Normal value,0,Units,2,Two,,
Australia,11_3,_T,_T,Primary education,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_1,Subjective well-being,2023,,50.76289545,,D,Definition differs,0,Units,2,Two,,
Australia,11_3,_T,_T,Secondary education,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_2_3,Subjective well-being,2024,,29.8,,A,Normal value,0,Units,2,Two,,
Australia,11_3,_T,_T,Tertiary education,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,Total,Total,ISCED11_5T8,Subjective well-being,2024,,24.2,,A,Normal value,0,Units,2,Two,,
Australia,11_3,_T,_T,Total,HSL_11,AUS,Feelings of physical pain,PT_POP_Y_GE15,Percentage of population aged 15 years or over,Total,Total,_T,Subjective well-being,2024,,32.5,,A,Normal value,0,Units,2,Two,,
Australia,1_1,_T,_T,Total,HSL_1,AUS,Households and NPISHs net adjusted disposable income per capita,USD_PPP_PS,"US dollars per person, PPP converted",Total,Total,_T,Income and wealth,2023,,45485.0,,A,Normal value,0,Units,2,Two,2022.0,
Australia,1_2,_T,_T,Total,HSL_1,AUS,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,Total,Total,_T,Income and wealth,2020,,5.564457018,,A,Normal value,0,Units,2,Two,,
Australia,1_3,_T,_T,Total,HSL_1,AUS,Median net wealth,USD_HH_PPP,"US dollars per household, PPP converted",Total,Total,_T,Income and wealth,2020,,337095.0,,A,Normal value,0,Units,2,Two,2022.0,
Australia,1_3_VER,_T,_T,Total,HSL_1,AUS,Top wealthiest households decile,PT_B90_S14,Percentage of household wealth,Total,Total,_T,Income and wealth,2020,,47.43070221,,A,Normal value,0,Units,2,Two,,
Australia,1_4,_T,_T,Total,HSL_1,AUS,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2020,,12.6,,A,Normal value,0,Units,2,Two,,
Australia,1_6,_T,_T,Total,HSL_1,AUS,Equivalised liquid financial assets below three months of the annual national relative income poverty line,PT_POP,Percentage of population,Total,Total,_T,Income and wealth,2020,,39.4,,A,Normal value,0,Units,2,Two,,
Australia,2_1,F,_T,Total,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Female,_T,Work and job quality,2024,,76.224,,A,Normal value,0,Units,2,Two,,
Australia,2_1,M,_T,Total,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Male,_T,Work and job quality,2024,,84.4,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,MID,Total,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,83.806,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,OLD,Total,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Old,Total,_T,Work and job quality,2024,,67.391,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,YOUNG,Total,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Young,Total,_T,Work and job quality,2024,,63.8,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,_T,Primary education,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2023,,62.10608292,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,_T,Secondary education,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2023,,80.56573486,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,_T,Tertiary education,HSL_2,AUS,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2023,,87.31987,,A,Normal value,0,Units,2,Two,,
Australia,2_1,_T,_T,Total,HSL_2,AUS,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,Total,Total,_T,Work and job quality,2024,,80.266,,A,Normal value,0,Units,2,Two,,
Australia,2_2,_T,_T,Total,HSL_2,AUS,Gender wage gap,PT_WG_SAL_M_MEDIAN,Percentage of the median wages of men,Total,Total,_T,Work and job quality,2023,,11.34751773,,A,Normal value,0,Units,2,Two,,
Australia,2_3,F,_T,Total,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Female,_T,Work and job quality,2024,,0.748309492,,A,Normal value,0,Units,2,Two,,
Australia,2_3,M,_T,Total,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Male,_T,Work and job quality,2024,,0.919847455,,A,Normal value,0,Units,2,Two,,
Australia,2_3,_T,MID,Total,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,0.634888133,,A,Normal value,0,Units,2,Two,,
Australia,2_3,_T,OLD,Total,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Old,Total,_T,Work and job quality,2024,,1.036491826,,A,Normal value,0,Units,2,Two,,
Australia,2_3,_T,YOUNG,Total,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Young,Total,_T,Work and job quality,2024,,1.362572667,,A,Normal value,0,Units,2,Two,,
Australia,2_3,_T,_T,Primary education,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2021,,2.832888986,,D,Definition differs,0,Units,2,Two,,
Australia,2_3,_T,_T,Secondary education,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2021,,1.857306699,,D,Definition differs,0,Units,2,Two,,
Australia,2_3,_T,_T,Tertiary education,HSL_2,AUS,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2021,,0.919700502,,D,Definition differs,0,Units,2,Two,,
Australia,2_3,_T,_T,Total,HSL_2,AUS,Long-term unemployment rate,PT_LF,Percentage of labour force,Total,Total,_T,Work and job quality,2024,,0.837336576,,A,Normal value,0,Units,2,Two,,
Australia,2_4,F,_T,Total,HSL_2,AUS,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,Total,Female,_T,Work and job quality,2023,,7.2333078,,A,Normal value,0,Units,2,Two,,
Australia,2_4,M,_T,Total,HSL_2,AUS,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,Total,Male,_T,Work and job quality,2023,,7.7378769,,A,Normal value,0,Units,2,Two,,
Australia,2_4,_T,_T,Total,HSL_2,AUS,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,Total,Total,_T,Work and job quality,2023,,7.4914088,,A,Normal value,0,Units,2,Two,,
Australia,2_5,F,_T,Total,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Female,_T,Work and job quality,2016,,2.947989464,,A,Normal value,0,Units,2,Two,,
Australia,2_5,M,_T,Total,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Male,_T,Work and job quality,2016,,3.187894821,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,MID,Total,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Middle-aged,Total,_T,Work and job quality,2016,,2.357880592,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,OLD,Total,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Old,Total,_T,Work and job quality,2016,,0.993857622,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,YOUNG,Total,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Young,Total,_T,Work and job quality,2016,,6.73942852,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,_T,Primary education,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2016,,3.62610364,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,_T,Secondary education,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2016,,2.822339058,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,_T,Tertiary education,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2016,,1.360262156,,A,Normal value,0,Units,2,Two,,
Australia,2_5,_T,_T,Total,HSL_2,AUS,Labour market insecurity,PT_EARN_PRVS_LST,Percentage of previous earnings lost,Total,Total,_T,Work and job quality,2016,,3.073289633,,A,Normal value,0,Units,2,Two,,
Australia,2_6,F,_T,Total,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Female,_T,Work and job quality,2015,,22.11354828,,A,Normal value,0,Units,2,Two,,
Australia,2_6,M,_T,Total,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Male,_T,Work and job quality,2015,,28.93505669,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,MID,Total,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Middle-aged,Total,_T,Work and job quality,2015,,24.44754028,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,OLD,Total,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Old,Total,_T,Work and job quality,2015,,25.13966179,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,YOUNG,Total,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Young,Total,_T,Work and job quality,2015,,27.22485352,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,_T,Primary education,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_1,Work and job quality,2015,,26.56933594,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,_T,Secondary education,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_2_3,Work and job quality,2015,,42.87956619,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,_T,Tertiary education,HSL_2,AUS,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Total,ISCED11_5T8,Work and job quality,2015,,12.49247169,,A,Normal value,0,Units,2,Two,,
Australia,2_6,_T,_T,Total,HSL_2,AUS,Job strain,PT_SAL,Percentage of employees,Total,Total,_T,Work and job quality,2015,,25.5707798,,A,Normal value,0,Units,2,Two,,
Australia,2_7,F,_T,Total,HSL_2,AUS,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Female,_T,Work and job quality,2024,,5.19,,A,Normal value,0,Units,2,Two,,
Australia,2_7,M,_T,Total,HSL_2,AUS,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Total,Male,_T,Work and job quality,2024,,14.86,,A,Normal value,0,Units,2,Two,,
Australia,2_7,_T,MID,Total,HSL_2,AUS,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Middle-aged,Total,_T,Work and job quality,2024,,11.25,,A,Normal value,0,Units,2,Two,,
Australia,2_7,_T,OLD,Total,HSL_2,AUS,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Old,Total,_T,Work and job quality,2024,,9.37,,A,Normal value,0,Units,2,Two,,
Australia,2_7,_T,YOUNG,Total,HSL_2,AUS,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,Young,Total,_T,Work and job quality,2024,,3.65,,A,Normal value,0,Units,2,Two,,
Australia,2_7,_T,_T,Total,HSL_2,AUS,Long hours in paid work,PT_SAL,Percentage of employees,Total,Total,_T,Work and job quality,2024,,10.17,,A,Normal value,0,Units,2,Two,,
Australia,2_8,_T,_T,Total,HSL_2,AUS,Average annual gross earnings,USD_PPP,"US dollars, PPP converted",Total,Total,_T,Work and job quality,2023,,67100.875,,A,Normal value,0,Units,2,Two,2023.0,
Australia,2_8_DEP,_T,_T,Total,HSL_2,AUS,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,Total,Total,_T,Work and job quality,2023,,17.49097695,,A,Normal value,0,Units,2,Two,,
Australia,2_8_VER,_T,_T,Total,HSL_2,AUS,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,Total,Total,_T,Work and job quality,2023,,3.484374516,,A,Normal value,0,Units,2,Two,,
Australia,3_2,_T,_T,Total,HSL_3,AUS,Housing affordability,PT_B7G_S14,Percentage of household gross adjusted disposable income,Total,Total,_T,Housing,2023,,80.47406419,,A,Normal value,0,Units,2,Two,,
Australia,3_3,_T,_T,Total,HSL_3,AUS,Housing cost overburden,PT_HH,Percentage of households,Total,Total,_T,Housing,2021,,13.8304621,,A,Normal value,0,Units,2,Two,,
Australia,3_4,_T,_T,Total,HSL_3,AUS,Households with internet access at home,PT_HH,Percentage of households,Total,Total,_T,Housing,2012,,77.0,,D,Definition differs,0,Units,2,Two,,
Australia,4_1,F,_T,Total,HSL_4,AUS,Time off,H_D,Hours per day,Total,Female,_T,Work-life balance,2006,,13.64833333,,A,Normal value,0,Units,2,Two,,
Australia,4_1,M,_T,Total,HSL_4,AUS,Time off,H_D,Hours per day,Total,Male,_T,Work-life balance,2006,,14.77928571,,A,Normal value,0,Units,2,Two,,
Australia,4_1,_T,_T,Total,HSL_4,AUS,Time off,H_D,Hours per day,Total,Total,_T,Work-life balance,2006,,14.35621358,,A,Normal value,0,Units,2,Two,,
Australia,4_3,_T,_T,Total,HSL_4,AUS,Gender gap in working hours,MN_D,Minutes per day,Total,Total,_T,Work-life balance,2006,,6.43554007,,A,Normal value,0,Units,2,Two,,
Australia,5_1,F,_T,Total,HSL_5,AUS,Life expectancy at birth,Y,Years,Total,Female,_T,Health,2022,,85.3,,A,Normal value,0,Units,2,Two,,
Australia,5_1,M,_T,Total,HSL_5,AUS,Life expectancy at birth,Y,Years,Total,Male,_T,Health,2022,,81.2,,A,Normal value,0,Units,2,Two,,
Australia,5_1,_T,_T,Total,HSL_5,AUS,Life expectancy at birth,Y,Years,Total,Total,_T,Health,2022,,83.2,,A,Normal value,0,Units,2,Two,,
Australia,5_2,F,_T,Total,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Female,_T,Health,2022,,84.5,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,M,_T,Total,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Male,_T,Health,2022,,85.6,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,_T,MID,Total,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,Total,_T,Health,2022,,86.4,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,_T,OLD,Total,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Old,Total,_T,Health,2022,,73.8,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,_T,YOUNG,Total,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Young,Total,_T,Health,2022,,92.8,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,_T,_T,Primary education,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_1,Health,2022,,74.3,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,_T,_T,Secondary education,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_2_3,Health,2022,,85.3,,D,Definition differs,0,Units,2,Two,,
Australia,5_2,_T,_T,Tertiary education,HSL_5,AUS,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,Total,Total,ISCED11_5T8,Health,2022,,90.3,,D,Definition differs,0,Units,2,Two,,
